playername(),search_Depth(4),weight_PawnPos(1),biaSpawnPosPieceCount(16),weightKnightsPos(1.3),weightBishopPos(0.30),weightRooksPos(0.65),weightQueenPos(2.07),weightCastlingBonus(1.85),score(1),average(1),isWinner(1)
AI3 PiecePos-Analyzing_185,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_97,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_89,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_90,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_13,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_100,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_117,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_62,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_61,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_111,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_107,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_81,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_87,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_104,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_187,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_163,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_71,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_180,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_27,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_193,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_14,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_80,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_199,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_38,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_112,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_145,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_26,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_79,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_159,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_98,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_125,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_182,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_144,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_110,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_128,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_84,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_122,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_21,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_190,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_23,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_59,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_166,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_86,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_136,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,1
AI3 PiecePos-Analyzing_15,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_11,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_17,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_18,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_200,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_106,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_140,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
AI3 PiecePos-Analyzing_175,4.00,1.00,16.00,1.30,0.30,0.65,2.07,1.85,282.9099,280.2978591133003,0
